;Unnamed: 0;tempo;stagione;num_volpi;num_conigli;num_carota;num_pozzanghera;numero_volpi_nate;numero_conigli_nati;numero_conigli_morti_fame;numero_volpi_morti_fame;numero_conigli_morti_sete;numero_volpi_morti_sete;numero_conigli_morti_vecchiaia;numero_volpi_morti_vecchiaia;numero_conigli_cacciati;eta_media_conigli;eta_media_volpi;percezione_media_conigli;percezione_media_volpi;velocita_camminata_media_conigli;velocita_camminata_media_volpi;velocita_corsa_media_conigli;velocita_corsa_media_volpi;soglia_fame_media_conigli;soglia_fame_media_volpi;soglia_sete_media_conigli;soglia_sete_media_volpi;soglia_fertilita_media_conigli;soglia_fertilita_media_volpi;soglia_morte_di_fame_media_conigli;soglia_morte_di_fame_media_volpi;soglia_morte_di_sete_media_conigli;soglia_morte_di_sete_media_volpi;media_fame_conigli;media_fame_volpi;media_sete_conigli;media_sete_volpi;media_fertilita_conigli;media_fertilita_volpi
0;0;5;primavera;25;64;305;206;0;0;0;0;0;0;0;0;11;0.75;0.75;17.797;17.4;49.219;50.64;70.406;70.56;227.016;229.16;224.562;226.12;274.922;551.8;550.359;596.04;557.906;604.44;216.672;259.08;214.25;175.68;84.0;84.0
1;1;10;estate;31;109;388;209;0;38;11;4;0;0;0;0;23;0.576;1.017;18.193;17.323;48.917;50.161;69.55;70.194;224.844;228.581;225.22;227.387;270.679;551.484;560.183;592.452;553.514;604.903;174.817;202.258;99.147;130.065;84.339;226.258
2;2;20;estate;31;150;399;191;0;114;12;4;8;0;0;0;49;0.774;1.767;18.627;17.323;49.98;50.161;68.14;70.194;225.353;228.581;223.167;227.387;278.28;551.484;560.08;592.452;558.987;604.903;192.353;177.194;145.513;211.161;70.533;367.194
3;3;37;autunno;75;311;229;173;35;308;23;5;9;0;0;0;100;0.7;1.219;18.55;17.6;50.486;50.627;68.212;70.56;224.929;227.773;222.862;228.64;275.605;546.373;554.344;595.76;554.09;615.8;199.511;139.667;128.907;133.253;67.074;113.373
4;4;61;autunno;107;513;115;138;68;646;64;5;15;1;0;0;189;0.786;1.518;19.187;17.364;51.881;50.075;66.797;69.626;225.195;228.935;224.251;227.318;277.302;547.935;557.101;591.299;568.294;612.252;267.304;154.019;165.271;175.318;77.413;181.617
5;5;83;autunno;149;529;41;92;113;937;215;5;26;4;4;0;298;0.872;1.71;19.314;17.879;52.488;50.128;66.673;69.94;225.628;229.644;225.658;227.597;275.665;546.705;565.994;593.946;573.461;614.523;326.684;164.51;199.505;204.557;108.18;256.154
6;6;101;inverno;186;345;37;75;169;1090;451;5;43;14;4;19;412;0.951;1.444;19.186;18.242;51.901;51.683;67.397;70.199;222.864;228.403;225.783;227.882;277.881;539.602;578.925;589.161;569.47;620.242;358.733;197.167;243.646;226.446;130.699;228.785
7;7;113;inverno;208;136;49;66;221;1156;608;16;73;33;4;19;501;0.979;1.647;18.757;18.692;51.603;51.452;67.022;70.106;224.478;229.058;223.647;228.697;269.993;540.596;587.397;586.663;573.919;616.712;355.588;250.702;252.632;264.288;148.919;264.519
8;8;122;primavera;212;73;74;64;275;1201;644;44;87;62;4;22;589;0.804;1.654;20.425;19.396;51.123;52.231;68.356;69.316;229.548;230.717;221.699;229.132;265.068;538.764;587.849;591.08;591.027;617.264;291.055;253.939;221.534;250.061;102.575;253.651
9;9;129;primavera;180;16;134;62;320;1212;654;76;92;105;4;24;642;1.071;1.713;26.5;19.8;40.688;55.756;64.312;72.172;217.875;230.067;216.188;229.394;272.625;536.911;594.562;593.85;562.688;626.344;266.125;305.367;284.0;297.7;190.875;283.372
10;10;135;estate;126;15;167;143;341;1212;656;125;94;134;4;31;669;0.943;1.803;29.467;20.706;38.067;56.778;64.4;73.627;217.333;230.175;215.0;229.317;277.333;531.444;590.533;603.643;556.667;630.738;211.867;359.627;236.2;246.159;111.667;322.135
11;11;138;estate;63;10;214;140;351;1217;658;185;95;144;4;34;676;1.43;1.977;31.4;22.619;33.0;59.714;60.8;75.222;213.2;230.222;212.9;230.571;274.6;520.079;575.2;627.381;539.9;620.206;221.2;418.762;293.1;287.238;283.1;363.952
12;12;141;autunno;32;32;224;145;351;1220;658;215;99;154;4;35;683;0.999;1.648;31.125;23.875;32.0;64.594;61.281;78.75;214.312;230.812;211.688;232.562;274.781;511.438;575.562;657.25;539.531;628.781;246.656;389.406;213.219;287.812;150.031;331.0
13;13;144;autunno;12;18;208;143;351;1220;667;232;100;154;4;38;687;1.776;2.509;31.778;23.833;30.444;71.25;61.833;82.167;214.889;225.75;211.0;239.583;275.611;512.0;573.889;697.667;537.389;620.417;244.444;402.667;322.556;381.917;388.667;622.25
14;14;147;inverno;16;36;215;141;351;1220;669;236;107;156;5;38;689;1.184;1.724;31.028;24.562;30.722;70.5;60.944;81.0;213.778;223.875;211.25;240.25;274.222;510.312;573.389;702.0;538.528;611.625;242.333;407.312;229.333;308.562;210.167;408.5
15;15;149;inverno;17;21;203;139;356;1220;678;237;109;159;6;38;692;1.714;1.312;31.0;25.882;30.429;70.294;60.857;81.412;213.857;221.471;211.143;237.176;274.857;503.059;573.286;686.353;537.286;616.059;254.81;400.412;331.381;347.471;405.429;235.176
16;16;152;primavera;16;49;223;147;356;1234;681;244;117;163;6;38;697;0.754;1.015;30.796;26.75;29.429;69.625;60.184;82.062;212.551;219.5;212.0;233.688;274.592;495.688;578.51;673.688;529.143;607.688;170.571;302.188;129.082;230.188;119.163;108.562
17;17;156;primavera;11;59;247;153;356;1250;685;248;118;163;6;39;698;1.059;1.509;30.695;25.545;29.576;70.182;60.966;82.455;213.169;220.0;212.051;236.273;272.119;502.818;579.373;690.364;531.153;616.727;229.407;448.545;164.983;302.273;188.797;336.909
18;18;162;estate;17;143;203;139;356;1328;691;252;125;163;6;39;709;0.815;1.373;31.189;25.353;29.203;70.118;58.874;82.529;214.322;219.765;213.322;235.941;269.559;502.294;582.524;691.176;525.734;616.471;218.692;221.647;152.769;228.059;86.084;259.235
19;19;172;autunno;44;252;177;123;373;1452;707;252;127;163;9;39;733;0.666;0.989;30.754;25.432;29.528;68.568;58.972;82.932;214.052;220.341;214.579;236.25;269.448;499.25;589.401;699.25;528.23;628.977;220.317;167.318;133.202;140.295;76.925;110.159
20;20;186;autunno;64;294;113;111;393;1582;738;252;140;163;9;39;777;0.893;1.289;31.527;25.469;29.959;70.5;61.037;82.938;213.092;220.891;214.02;234.875;265.35;498.328;594.037;697.281;525.401;633.891;290.065;172.141;184.969;177.719;92.075;135.281
21;21;202;inverno;97;401;81;108;417;1837;806;252;164;164;12;39;860;0.795;1.454;31.736;25.68;32.825;70.381;62.095;83.567;213.618;220.536;215.162;236.608;269.204;497.144;603.636;691.103;523.212;633.041;305.678;139.835;182.232;156.619;88.743;199.856
22;22;218;inverno;152;355;57;92;480;2035;906;252;196;165;14;46;970;0.872;1.284;31.941;26.053;34.918;70.336;62.203;83.612;215.366;221.395;214.538;235.526;267.944;499.362;618.403;692.743;518.327;636.408;347.392;146.237;226.513;154.908;108.076;143.566
23;23;232;primavera;263;248;56;85;582;2188;998;252;240;166;14;46;1125;0.739;1.289;32.847;26.517;36.996;71.35;65.52;84.369;214.327;221.601;214.895;235.502;258.617;501.266;625.202;692.407;532.839;636.996;306.782;175.057;195.407;147.038;88.032;145.392
24;24;243;primavera;363;98;77;90;695;2305;1020;252;259;170;15;55;1352;0.611;1.431;30.765;26.165;39.684;70.556;69.041;83.576;217.418;221.298;216.214;235.149;253.122;501.521;637.082;695.077;555.408;636.507;252.286;198.353;139.408;177.843;63.235;176.846
25;25;252;estate;452;34;141;81;798;2305;1022;261;261;178;15;62;1444;0.108;1.664;29.765;26.383;39.912;71.217;67.529;84.232;218.382;221.723;216.735;234.743;252.118;502.936;644.176;690.431;552.147;638.124;162.176;332.942;28.765;212.332;15.559;258.642
26;26;261;estate;372;0;184;108;843;2305;1022;352;261;193;15;81;1481;0.0;1.981;29.0;27.228;39.0;72.07;67.0;84.79;218.0;221.906;216.0;234.858;252.0;501.653;644.0;700.769;552.0;639.481;0.0;466.333;0.0;291.731;0.0;349.573
27;27;265;autunno;173;30;236;105;860;2305;1022;538;261;227;15;88;1481;0.003;1.944;29.0;28.237;39.0;73.624;67.0;86.902;218.0;222.277;216.0;235.22;252.0;503.988;644.0;715.318;552.0;641.023;151.0;532.428;1.0;368.792;0.0;383.52
28;28;268;autunno;63;12;234;127;870;2305;1022;629;261;256;15;88;1499;0.753;1.811;29.0;28.651;39.0;69.73;67.0;87.746;218.0;220.0;216.0;233.921;252.0;504.111;644.0;724.714;552.0;654.302;212.0;452.778;212.667;362.175;85.0;302.19
29;29;270;inverno;39;38;208;136;870;2305;1024;647;261;270;15;90;1501;0.319;1.416;29.0;30.0;39.0;67.974;67.0;89.974;218.0;216.564;216.0;234.205;252.0;499.692;644.0;703.692;552.0;650.667;170.711;422.718;69.368;303.231;70.526;274.0
30;30;273;inverno;21;24;205;141;870;2305;1024;661;265;273;15;91;1511;0.94;1.906;29.0;29.905;39.0;69.476;67.0;87.952;218.0;218.762;216.0;233.095;252.0;498.714;644.0;711.762;552.0;664.286;257.375;329.048;246.917;308.143;119.625;414.714
31;31;276;primavera;31;52;201;161;875;2312;1032;662;265;276;15;92;1512;0.61;1.226;28.673;30.548;38.442;70.097;67.365;91.161;218.096;216.161;215.962;230.935;252.808;499.871;642.462;713.839;546.442;682.484;194.558;376.419;123.558;236.0;119.75;261.516
32;32;279;primavera;25;37;224;161;879;2312;1033;672;274;276;15;92;1517;1.107;1.581;28.649;31.44;37.757;74.24;67.135;93.76;218.027;215.24;215.405;231.12;252.649;503.48;643.73;718.92;550.595;695.16;192.0;388.8;217.946;269.2;172.622;279.4
33;33;283;estate;28;70;247;162;879;2331;1037;676;276;276;16;95;1526;0.698;1.099;28.743;31.321;37.129;75.429;68.0;92.429;217.343;217.5;216.8;230.857;253.7;505.393;644.614;724.357;556.814;691.75;177.714;280.143;124.029;206.393;134.271;259.107
34;34;288;estate;26;98;253;153;882;2382;1039;678;279;278;16;96;1544;0.729;1.516;28.98;29.462;38.52;78.5;67.582;97.154;218.071;216.808;218.561;228.577;251.388;511.885;642.133;727.154;559.418;707.0;214.939;212.423;121.327;185.0;89.643;307.962
35;35;295;autunno;59;150;231;141;905;2437;1043;678;280;278;17;96;1571;0.639;1.106;28.04;31.22;38.727;80.475;69.173;100.22;218.46;218.254;218.473;227.424;251.84;510.847;653.567;734.288;559.52;709.627;210.093;182.915;125.407;113.644;81.473;161.186
36;36;306;autunno;77;228;175;131;925;2585;1047;679;286;279;17;96;1631;0.711;1.405;29.68;30.429;38.794;79.182;70.39;100.87;219.561;217.831;219.601;228.039;246.513;511.247;662.096;729.286;561.899;705.273;261.925;158.805;155.035;125.104;57.982;178.0
37;37;321;inverno;125;291;108;121;966;2748;1062;679;294;279;20;99;1735;0.667;1.324;30.921;29.992;39.808;79.408;70.66;100.888;218.247;217.84;221.674;227.864;247.299;509.936;649.515;731.192;562.883;703.312;268.069;139.264;158.045;126.032;71.027;160.824
38;38;337;inverno;197;295;93;116;1047;2955;1093;679;306;279;20;108;1896;0.765;1.209;30.203;31.721;40.915;79.787;71.414;99.685;218.4;217.888;222.058;227.178;242.336;507.777;652.214;743.254;572.997;708.056;300.78;137.284;181.854;118.827;74.986;121.959
39;39;351;inverno;293;145;72;105;1144;3072;1121;679;319;280;20;108;2124;0.863;1.451;31.117;30.908;41.655;79.222;72.931;99.737;220.566;216.597;222.048;228.235;233.966;507.853;658.834;744.126;566.89;703.976;353.0;158.891;236.634;146.317;117.51;172.816
40;40;362;primavera;452;2;113;100;1306;3102;1135;680;329;280;20;120;2305;1.356;1.424;43.0;31.686;42.5;79.279;66.5;100.082;223.5;217.018;220.0;228.246;189.5;508.336;756.5;744.226;589.5;703.967;75.0;244.325;312.0;163.027;286.0;179.409
41;41;370;primavera;462;0;172;98;1341;3102;1135;698;329;283;20;124;2307;0.0;1.991;43.0;31.974;42.0;79.487;66.0;100.472;223.0;216.786;220.0;228.361;189.0;507.409;756.0;747.084;589.0;704.297;0.0;467.747;0.0;297.199;0.0;343.935
42;42;378;estate;317;0;211;96;1390;3102;1135;852;329;308;20;150;2340;0.0;2.129;43.0;31.959;42.0;79.886;66.0;100.315;223.0;216.653;220.0;228.593;189.0;506.079;756.0;760.596;589.0;703.205;0.0;541.47;0.0;376.609;0.0;416.132
43;43;381;estate;104;0;268;96;1390;3102;1135;1024;329;343;20;158;2340;0.0;2.055;43.0;32.183;42.0;79.577;66.0;98.827;223.0;218.76;220.0;227.644;189.0;500.038;756.0;756.365;589.0;703.923;0.0;568.163;0.0;432.019;0.0;407.038
44;44;384;autunno;52;13;274;106;1397;3102;1135;1074;329;359;20;162;2357;0.75;2.084;43.0;34.577;42.0;77.615;66.0;100.0;223.0;218.923;220.0;227.942;189.0;498.423;756.0;764.538;589.0;720.635;164.231;448.058;214.308;390.673;84.0;432.596
45;45;385;autunno;26;26;281;106;1397;3118;1135;1088;329;369;20;164;2360;0.634;1.94;43.038;33.808;40.308;75.308;68.0;99.192;219.808;217.115;217.538;227.577;197.077;500.577;753.846;750.654;597.115;720.154;193.038;487.0;146.192;378.269;86.654;412.923
46;46;389;inverno;30;61;266;109;1404;3138;1135;1098;331;371;20;165;2373;0.669;1.562;43.213;35.5;39.705;71.4;66.328;102.367;221.541;213.333;217.541;228.9;198.492;499.433;761.311;761.8;598.377;712.4;182.754;322.933;166.705;244.767;71.443;258.2
47;47;395;inverno;30;108;240;108;1410;3196;1135;1102;331;372;20;166;2384;0.773;1.609;44.102;36.1;40.296;74.5;64.065;100.3;222.528;214.033;216.972;230.733;193.046;495.933;762.278;768.433;602.889;729.667;212.509;305.433;167.019;247.8;100.843;297.567
48;48;406;primavera;51;315;175;106;1427;3419;1136;1105;336;374;20;167;2424;0.653;1.299;43.486;36.784;41.003;72.02;65.39;100.882;222.857;213.314;219.13;230.706;199.832;500.745;765.098;784.412;598.73;719.706;226.416;145.549;135.79;123.392;49.683;156.882
49;49;428;primavera;77;729;84;103;1455;3929;1141;1105;341;374;23;169;2508;0.692;1.364;44.45;37.545;41.026;71.948;67.027;101.805;222.79;212.091;218.916;229.273;195.591;498.545;763.671;787.234;599.672;725.623;272.152;105.961;156.787;116.909;60.059;155.0
50;50;461;estate;147;1724;4;115;1516;5069;1162;1105;376;374;23;170;2627;0.733;1.237;44.194;37.088;41.959;72.327;67.191;101.272;222.823;211.891;219.485;229.449;194.708;498.524;763.107;786.381;595.27;731.041;327.624;129.259;190.861;94.327;74.524;138.769
51;51;515;estate;226;1686;1;105;1598;5559;1280;1105;571;374;27;173;2840;1.082;1.338;44.354;37.743;42.42;71.522;67.421;101.018;222.457;212.925;219.253;230.327;194.617;500.584;765.837;790.389;600.703;728.823;446.672;117.96;309.445;99.518;171.682;155.487
52;52;562;autunno;402;1010;0;106;1773;6011;1576;1105;1065;374;31;182;3207;1.057;1.225;44.726;37.483;40.946;72.866;68.181;101.015;223.223;211.637;219.754;229.256;193.445;496.547;772.065;787.144;600.61;727.057;452.41;116.326;309.951;105.346;170.085;129.475
53;53;583;autunno;681;198;1;101;2055;6127;1744;1105;1268;374;32;185;3776;1.085;1.274;43.455;37.72;38.162;71.922;70.939;101.175;225.318;212.018;219.278;230.093;190.273;496.219;787.126;786.294;590.581;727.756;441.409;128.69;314.869;121.413;180.071;136.034
54;54;601;inverno;1003;0;35;98;2383;6150;1752;1105;1289;374;32;201;4001;0.0;1.416;43.0;37.649;38.0;71.591;70.0;100.713;225.0;212.088;219.0;230.515;190.0;494.643;787.0;784.733;590.0;724.682;0.0;285.422;0.0;146.234;0.0;185.374
55;55;624;inverno;974;0;79;108;2404;6150;1752;1131;1289;376;32;223;4001;0.0;2.045;43.0;37.683;38.0;72.069;70.0;100.65;225.0;211.796;219.0;230.492;190.0;494.298;787.0;786.112;590.0;723.111;0.0;523.217;0.0;330.968;0.0;391.919
56;56;641;primavera;604;0;157;109;2485;6150;1752;1514;1289;419;32;258;4041;0.0;2.294;43.0;38.079;38.0;72.126;70.0;100.919;225.0;211.548;219.0;231.228;190.0;492.624;787.0;817.197;590.0;726.29;0.0;626.224;0.0;452.255;0.0;488.078
57;57;646;primavera;144;0;248;115;2485;6150;1752;1881;1289;501;32;270;4041;0.0;1.924;43.0;37.931;38.0;72.889;70.0;102.396;225.0;212.111;219.0;230.632;190.0;493.736;787.0;806.549;590.0;708.438;0.0;568.076;0.0;443.424;0.0;365.708
58;58;649;estate;67;9;279;115;2494;6150;1752;1932;1289;541;32;275;4062;0.75;1.779;43.0;39.672;38.0;71.91;70.0;102.194;225.0;212.866;219.0;231.493;190.0;492.284;787.0;826.433;590.0;735.493;191.222;491.194;250.0;399.433;84.0;349.582
59;59;651;estate;34;16;317;153;2494;6162;1752;1950;1289;554;32;277;4067;0.589;1.997;43.375;39.853;37.75;73.029;75.25;104.088;224.812;213.794;220.0;236.382;181.562;481.529;783.625;802.647;580.625;726.382;225.438;468.441;145.062;390.235;57.688;445.824
60;60;654;autunno;56;41;266;152;2518;6173;1752;1960;1290;555;32;278;4082;0.828;1.298;42.561;41.036;40.244;73.929;76.659;102.018;224.317;210.714;222.195;237.714;175.195;481.429;789.61;804.411;576.195;703.429;211.122;293.411;195.683;202.589;85.317;166.643
61;61;661;autunno;59;111;213;155;2526;6271;1752;1965;1293;555;32;278;4107;0.62;1.708;44.288;41.898;39.063;74.932;72.937;104.051;224.973;210.576;222.387;237.169;162.739;483.169;774.135;812.644;584.712;699.237;271.811;280.305;165.82;213.051;42.586;243.695
62;62;672;inverno;117;187;167;146;2578;6403;1752;1966;1296;556;32;280;4190;0.687;1.268;44.123;40.256;39.615;75.41;72.406;104.812;226.027;207.821;221.465;236.393;158.733;478.573;757.273;808.949;597.487;700.094;299.813;152.35;179.096;127.966;74.807;133.214
63;63;686;inverno;200;244;123;136;2667;6639;1761;1966;1305;556;33;286;4350;0.611;1.146;44.537;40.05;41.611;73.76;70.189;103.575;226.496;207.71;216.762;235.37;156.709;477.655;761.123;802.105;599.754;692.05;272.123;133.84;154.131;129.825;51.135;105.17
64;64;699;primavera;340;159;137;131;2800;6780;1765;1966;1309;556;33;289;4601;0.653;1.193;46.585;40.829;41.025;74.685;69.075;104.656;224.484;208.056;220.264;236.6;152.113;478.574;753.333;809.188;620.887;691.391;269.566;149.944;150.396;125.665;70.541;132.9
65;65;711;primavera;510;1;176;120;2975;6829;1768;1966;1312;556;33;294;4802;2.001;1.365;50.0;40.494;22.0;74.698;58.0;104.524;218.0;208.108;219.0;236.833;197.0;478.171;750.0;810.924;556.0;691.269;462.0;252.794;391.0;159.133;292.0;164.504
66;66;721;estate;568;0;218;116;3045;6829;1768;1972;1312;558;33;308;4837;0.0;1.807;50.0;40.523;22.0;74.669;58.0;104.512;218.0;207.755;219.0;236.546;197.0;477.701;750.0;811.678;556.0;687.583;0.0;450.641;0.0;279.044;0.0;314.567
67;67;729;estate;395;0;260;142;3045;6829;1768;2083;1312;603;33;325;4837;0.0;2.399;50.0;40.861;22.0;74.792;58.0;105.03;218.0;207.099;219.0;236.392;197.0;479.03;750.0;829.38;556.0;688.309;0.0;648.851;0.0;466.6;0.0;519.592
68;68;734;autunno;164;2;263;156;3120;6829;1768;2276;1312;717;33;334;4868;0.75;1.659;50.0;39.195;22.0;74.518;58.0;107.305;218.0;207.085;219.0;237.39;197.0;484.695;750.0;826.152;556.0;699.378;73.0;437.232;250.0;299.409;84.0;260.787
69;69;737;autunno;110;2;248;157;3120;6829;1768;2312;1312;733;33;336;4868;1.5;1.747;50.0;38.991;22.0;74.036;58.0;105.555;218.0;205.536;219.0;238.291;197.0;482.391;750.0;815.482;556.0;683.955;323.0;535.8;230.5;411.773;334.0;307.7
70;70;740;inverno;78;15;225;166;3140;6829;1768;2342;1312;760;33;341;4885;0.85;1.609;50.0;39.731;22.0;73.872;58.0;106.551;218.0;202.641;219.0;237.154;197.0;497.154;750.0;848.923;556.0;718.41;143.267;456.833;210.133;344.667;117.333;294.628
71;71;742;inverno;48;12;223;171;3145;6829;1768;2361;1312;774;33;343;4888;1.5;1.589;50.0;38.958;22.0;71.417;58.0;105.062;218.0;204.521;219.0;236.042;197.0;506.208;750.0;846.875;556.0;702.396;287.917;429.146;356.167;323.75;334.0;280.625
72;72;745;primavera;52;35;237;170;3151;6841;1768;2365;1316;779;33;346;4903;0.818;1.599;51.057;38.827;21.571;73.827;56.743;104.077;217.086;202.615;220.771;236.442;197.6;507.096;749.629;849.019;560.686;710.173;181.429;414.481;152.714;325.308;109.086;306.808
73;73;749;primavera;65;37;280;169;3175;6861;1768;2369;1316;786;33;346;4921;0.951;1.503;51.946;38.415;20.162;77.677;53.162;105.431;212.514;202.631;221.865;235.723;195.811;502.723;755.838;849.615;554.514;706.292;262.189;321.292;202.243;236.369;130.243;200.154
74;74;754;estate;74;49;279;159;3188;6876;1768;2376;1319;791;33;348;4951;0.912;1.554;53.041;39.649;21.531;76.635;52.143;106.189;211.939;202.473;221.265;235.351;196.347;496.703;744.327;842.514;559.02;700.243;235.061;302.622;182.857;223.162;102.531;216.446
75;75;762;autunno;102;128;266;184;3219;6959;1768;2379;1321;797;33;352;4983;0.494;1.302;53.406;39.441;22.273;74.912;55.625;108.775;208.812;204.755;219.305;235.49;187.328;502.422;731.172;843.892;572.688;717.99;229.625;292.098;110.18;202.745;45.406;187.167
76;76;776;autunno;167;112;208;174;3293;7021;1768;2381;1324;802;33;354;5060;0.789;1.196;53.696;38.731;22.482;77.15;54.134;110.647;208.643;204.467;215.589;234.269;187.571;501.395;737.143;850.874;573.259;714.868;318.277;230.491;191.268;161.838;82.741;120.754
77;77;786;inverno;226;59;181;162;3352;7030;1775;2382;1331;808;33;357;5139;0.653;1.376;53.915;38.788;19.186;76.827;52.983;110.27;207.61;203.969;212.661;234.159;188.288;502.389;728.271;850.496;578.203;717.69;305.542;306.221;167.119;217.743;95.373;181.412
78;78;793;inverno;251;9;182;162;3406;7030;1779;2395;1335;820;34;361;5182;0.914;1.657;50.778;39.53;22.333;77.705;52.0;111.434;207.778;204.375;209.333;234.474;182.333;501.279;724.556;848.363;579.556;716.633;218.333;401.733;227.889;279.327;138.667;264.761
79;79;797;primavera;218;31;190;161;3421;7030;1779;2414;1335;853;34;367;5190;0.1;1.94;50.194;39.454;22.0;77.596;52.129;111.67;207.065;204.142;209.387;234.202;182.323;501.986;724.839;848.142;578.613;720.05;158.387;537.303;11.968;398.266;21.613;376.312
80;80;801;primavera;125;6;216;163;3442;7030;1779;2476;1335;896;34;376;5216;1.003;1.941;50.5;40.8;22.0;77.856;52.333;113.208;207.167;203.816;210.0;234.64;182.833;502.52;726.167;857.632;578.0;738.584;199.333;479.64;152.333;359.536;57.5;351.456
