;Unnamed: 0;tempo;stagione;num_volpi;num_conigli;num_carota;num_pozzanghera;numero_volpi_nate;numero_conigli_nati;numero_conigli_morti_fame;numero_volpi_morti_fame;numero_conigli_morti_sete;numero_volpi_morti_sete;numero_conigli_morti_vecchiaia;numero_volpi_morti_vecchiaia;numero_conigli_cacciati;eta_media_conigli;eta_media_volpi;percezione_media_conigli;percezione_media_volpi;velocita_camminata_media_conigli;velocita_camminata_media_volpi;velocita_corsa_media_conigli;velocita_corsa_media_volpi;soglia_fame_media_conigli;soglia_fame_media_volpi;soglia_sete_media_conigli;soglia_sete_media_volpi;soglia_fertilita_media_conigli;soglia_fertilita_media_volpi;soglia_morte_di_fame_media_conigli;soglia_morte_di_fame_media_volpi;soglia_morte_di_sete_media_conigli;soglia_morte_di_sete_media_volpi;media_fame_conigli;media_fame_volpi;media_sete_conigli;media_sete_volpi;media_fertilita_conigli;media_fertilita_volpi
81;81;804;estate;93;39;265;163;3455;7034;1779;2504;1335;921;34;378;5217;0.302;1.805;50.615;40.806;21.667;78.108;51.667;112.376;208.026;202.237;209.846;234.645;180.897;509.075;719.179;861.495;579.179;747.839;190.333;492.624;65.795;368.108;44.564;325.742
82;82;806;estate;75;15;266;162;3470;7034;1779;2520;1335;935;34;381;5241;1.286;1.798;51.0;43.36;21.0;80.147;52.333;112.747;209.067;203.333;211.0;231.76;180.733;507.92;710.067;860.813;584.6;739.253;274.0;395.28;287.867;306.68;166.6;315.493
83;83;809;autunno;74;36;290;162;3481;7034;1780;2531;1336;943;35;384;5247;0.295;1.612;50.833;43.635;21.167;82.919;52.0;110.73;208.667;204.757;210.806;230.189;180.333;507.635;712.611;858.446;583.028;738.892;154.667;427.608;36.833;315.351;53.917;296.162
84;84;811;autunno;63;19;280;160;3490;7034;1780;2543;1336;947;35;388;5264;1.069;1.812;50.789;43.397;21.211;83.778;52.0;111.556;208.579;205.206;210.789;230.81;180.421;508.857;713.368;864.619;582.737;740.841;174.158;408.714;174.947;302.048;190.263;328.873
85;85;813;inverno;61;45;235;158;3497;7034;1780;2551;1336;956;35;390;5268;0.57;1.623;50.289;44.82;21.044;84.213;52.0;113.361;208.244;204.148;210.289;231.836;180.089;510.148;712.711;861.0;582.4;737.148;164.689;419.295;103.444;306.344;133.889;335.197
86;86;816;inverno;47;26;229;157;3501;7034;1780;2562;1339;960;35;393;5284;1.099;1.894;50.231;45.553;21.0;83.617;52.0;114.872;208.231;204.106;210.231;231.638;180.0;509.745;712.308;857.596;582.462;745.83;236.231;389.277;248.154;316.596;200.385;403.447
87;87;819;primavera;45;83;217;169;3504;7064;1781;2568;1340;967;35;395;5285;0.563;1.629;49.747;46.4;20.241;85.644;51.482;114.711;208.494;203.133;209.964;230.978;181.651;507.644;714.916;862.533;580.108;741.667;195.289;436.267;90.036;311.111;90.446;332.4
88;88;825;primavera;50;108;206;167;3523;7119;1784;2579;1340;968;35;397;5312;0.782;1.37;49.426;47.5;22.574;86.82;51.176;117.62;207.963;202.34;208.204;229.94;182.963;508.06;701.898;859.1;587.037;740.92;233.852;237.18;150.213;170.14;74.12;165.92
89;89;838;estate;95;281;211;170;3561;7327;1787;2580;1342;968;36;399;5371;0.607;1.135;49.79;46.674;20.918;85.137;54.865;118.442;207.779;202.379;208.954;230.421;183.37;509.758;712.765;867.232;572.804;741.611;254.936;180.421;139.947;152.526;52.772;117.579
90;90;861;estate;147;529;135;160;3617;7719;1797;2581;1349;968;36;402;5498;0.672;1.158;50.382;47.177;22.191;84.252;56.752;118.646;208.095;202.007;210.514;229.986;179.327;508.279;713.843;857.245;574.297;748.456;285.728;124.68;162.444;105.694;57.922;129.054
91;91;894;autunno;265;852;57;153;3728;8333;1827;2581;1389;968;38;405;5747;0.672;1.111;50.156;47.128;26.17;83.675;56.569;118.026;208.697;202.46;210.347;230.615;181.636;507.872;706.387;852.351;575.187;750.974;305.349;110.272;172.306;98.015;69.047;98.766
92;92;922;autunno;398;770;7;149;3866;8786;1922;2581;1442;968;38;410;6135;0.865;1.28;50.975;47.402;26.814;83.905;56.887;118.332;209.514;201.854;210.004;230.317;176.41;506.57;710.923;852.646;584.166;747.442;383.612;114.02;246.408;98.123;112.655;152.781
93;93;940;inverno;672;248;8;148;4134;8983;2020;2581;1534;968;38;414;6702;0.786;1.285;51.032;47.519;27.476;84.161;57.5;119.095;209.456;202.438;208.206;230.528;174.177;504.216;713.843;851.588;600.29;740.789;368.601;127.906;229.286;98.484;119.782;134.74
94;94;956;inverno;1009;0;44;147;4487;8999;2037;2581;1542;968;38;430;6948;0.0;1.423;51.0;47.217;27.0;83.82;57.0;118.555;209.0;202.089;208.0;230.878;174.0;503.611;713.0;851.728;600.0;742.337;0.0;288.973;0.0;136.569;0.0;167.281
95;95;980;primavera;1012;27;89;147;4513;8999;2037;2583;1542;969;38;460;6951;0.003;2.02;51.0;47.374;27.0;83.722;57.0;118.7;209.0;202.143;208.0;230.961;174.0;503.596;713.0;851.285;600.0;743.865;151.0;528.184;1.0;347.518;0.0;380.672
96;96;1002;primavera;783;0;164;147;4619;8999;2037;2801;1542;1051;38;495;6996;0.0;2.359;51.0;47.457;27.0;83.129;57.0;119.197;209.0;201.632;208.0;230.382;174.0;506.006;713.0;865.773;600.0;751.49;0.0;655.232;0.0;486.261;0.0;495.261
97;97;1010;estate;188;28;250;157;4619;8999;2037;3217;1542;1226;38;512;6998;0.003;1.886;51.0;47.707;27.0;82.601;57.0;118.91;209.0;203.782;208.0;230.037;174.0;505.112;713.0;858.277;600.0;759.979;151.0;573.367;1.0;456.463;0.0;379.064
98;98;1013;estate;111;3;275;156;4636;8999;2037;3265;1542;1265;38;519;7024;0.753;1.96;51.0;48.27;27.0;81.171;57.0;120.378;209.0;204.667;208.0;232.099;174.0;505.09;713.0;865.604;600.0;772.063;86.0;544.36;100.667;441.108;85.0;395.162
99;99;1015;autunno;65;33;300;156;4641;8999;2037;3301;1542;1289;38;520;7024;0.139;1.683;51.0;50.185;27.0;78.615;57.0;119.692;209.0;205.631;208.0;233.785;174.0;501.985;713.0;868.954;600.0;764.492;150.606;442.569;32.788;330.892;30.455;337.523
100;100;1017;autunno;75;14;276;177;4667;8999;2037;3307;1542;1295;38;524;7043;0.967;1.528;51.0;48.44;27.0;78.507;57.0;117.8;209.0;206.053;208.0;234.347;174.0;501.973;713.0;855.693;600.0;777.387;173.643;370.2;212.286;267.187;156.429;271.213
101;101;1019;inverno;72;49;252;190;4671;9008;2037;3313;1542;1306;38;524;7047;0.358;1.561;51.082;49.236;26.898;77.875;56.837;117.458;209.755;204.847;209.163;234.611;172.837;500.694;714.306;854.944;600.714;775.75;178.837;433.417;62.347;316.403;59.612;288.389
102;102;1023;inverno;65;29;240;190;4683;9008;2037;3323;1544;1309;38;530;7065;1.145;1.635;51.138;49.738;26.828;79.031;56.724;116.554;210.276;204.538;209.966;233.846;172.034;497.785;715.207;850.585;601.207;764.185;251.241;436.615;239.345;336.462;200.966;304.569
103;103;1027;primavera;65;69;236;192;4697;9034;2039;3341;1544;1315;38;530;7079;0.514;1.399;50.594;49.954;29.087;79.8;55.116;117.077;210.348;205.938;210.058;234.677;172.594;501.062;721.42;851.385;596.754;755.4;209.855;319.062;115.391;233.738;67.333;213.985
104;104;1033;primavera;72;93;247;190;4712;9091;2040;3346;1546;1315;38;533;7109;0.679;1.606;52.14;49.403;30.43;79.792;52.505;119.264;209.462;206.208;208.258;233.375;171.753;495.611;722.312;857.986;606.409;759.542;234.957;303.639;140.129;225.736;56.559;239.944
105;105;1044;estate;118;161;259;185;4754;9191;2041;3348;1548;1317;38;535;7170;0.557;1.396;50.969;50.288;27.137;79.619;51.907;120.076;208.379;204.322;210.516;234.746;165.578;498.059;727.503;846.042;602.106;766.627;255.429;228.966;131.081;173.669;47.342;154.771
106;106;1061;estate;194;236;238;175;4840;9406;2048;3352;1550;1317;38;541;7305;0.532;1.235;50.911;49.613;23.551;79.0;50.525;119.82;212.004;201.088;212.475;233.814;167.559;498.149;725.225;850.325;585.169;766.68;272.22;168.325;137.517;133.196;42.212;120.402
107;107;1083;autunno;287;219;218;167;4931;9581;2053;3353;1558;1317;39;548;7515;0.562;1.31;50.644;49.913;21.078;78.348;53.731;120.505;216.096;202.697;212.196;234.944;169.79;497.53;722.361;848.432;590.009;763.258;283.151;168.429;152.877;129.732;54.096;162.812
108;108;1103;autunno;458;95;181;171;5110;9700;2059;3354;1565;1319;39;553;7750;0.48;1.345;53.8;50.369;18.716;78.976;53.968;121.976;212.6;202.779;210.705;234.264;165.263;498.817;724.295;846.129;585.389;767.688;263.989;216.742;124.084;143.959;52.0;150.849
109;109;1116;inverno;622;28;149;172;5281;9708;2060;3357;1568;1321;39;565;7855;0.003;1.547;53.0;50.127;18.0;79.251;53.0;121.391;212.0;201.775;210.0;234.846;165.0;496.484;724.0;846.876;585.0;765.477;151.0;364.955;1.0;239.399;0.0;212.846
110;110;1127;inverno;583;0;176;174;5326;9708;2060;3408;1568;1338;39;581;7895;0.0;2.041;53.0;50.134;18.0;79.666;53.0;121.235;212.0;201.346;210.0;234.527;165.0;493.59;724.0;850.005;585.0;768.837;0.0;533.242;0.0;394.83;0.0;373.707
111;111;1135;primavera;324;29;198;191;5326;9708;2060;3603;1568;1397;39;597;7896;0.003;2.431;53.0;49.88;18.0;80.54;53.0;122.21;212.0;200.818;210.0;234.509;165.0;492.321;724.0;865.275;585.0;770.827;151.0;659.84;1.0;525.793;0.0;529.627
112;112;1139;primavera;169;2;258;191;5401;9708;2060;3749;1568;1467;39;613;7925;0.753;1.757;53.0;50.444;18.0;81.189;53.0;122.728;212.0;201.148;210.0;231.237;165.0;484.065;724.0;868.811;585.0;783.805;217.5;463.503;132.5;349.527;85.0;246.13
113;113;1141;estate;117;31;342;191;5401;9708;2060;3778;1568;1493;39;620;7926;0.051;1.617;53.0;51.009;18.0;81.145;53.0;125.154;212.0;201.137;210.0;228.632;165.0;487.897;724.0;863.427;585.0;779.744;147.065;524.761;9.484;401.137;10.806;282.35
114;114;1144;estate;89;12;328;190;5412;9708;2060;3807;1568;1499;39;624;7945;0.753;2.009;53.0;51.865;18.0;82.955;53.0;128.562;212.0;203.753;210.0;229.618;165.0;490.685;724.0;885.225;585.0;781.663;183.917;582.124;192.167;486.056;85.0;394.978
115;115;1146;autunno;51;42;335;190;5417;9711;2060;3836;1568;1521;39;626;7948;0.354;1.542;53.19;52.373;18.119;82.176;53.119;130.02;212.119;204.725;209.524;230.843;164.357;491.863;724.81;869.412;587.548;765.216;200.262;423.412;69.238;311.843;63.905;303.627
116;116;1149;autunno;41;21;277;210;5421;9711;2060;3844;1570;1524;39;629;7967;1.149;1.815;53.19;52.195;18.0;80.976;53.095;128.561;213.143;202.927;209.905;228.512;161.714;493.756;721.714;878.878;585.524;763.0;209.286;370.146;216.095;330.683;209.238;367.61
117;117;1151;inverno;45;44;225;240;5426;9711;2060;3849;1571;1530;39;629;7973;0.558;1.539;52.909;51.578;18.023;83.178;53.068;132.556;213.023;203.089;209.341;228.956;161.227;490.933;722.727;872.667;585.091;764.244;199.273;342.533;74.386;247.667;132.432;295.067
118;118;1153;inverno;52;22;223;244;5437;9711;2061;3849;1572;1534;39;629;7993;1.385;1.759;52.818;51.558;18.045;83.692;53.136;134.385;213.364;203.115;209.364;227.731;160.182;497.558;723.5;867.981;585.182;764.038;220.591;331.308;244.0;271.635;295.773;329.269
119;119;1155;primavera;58;48;228;244;5443;9717;2062;3851;1573;1539;40;632;8000;0.47;1.559;52.292;51.621;18.0;83.31;52.979;133.362;213.812;202.5;209.188;227.897;160.479;496.241;723.0;874.0;585.646;758.19;200.167;377.845;72.688;265.845;84.771;290.31
120;120;1159;primavera;68;47;278;241;5464;9738;2064;3858;1573;1540;40;635;8020;0.845;1.536;51.766;51.368;19.468;82.015;58.915;133.338;220.191;201.221;211.489;227.853;156.106;498.691;715.851;877.956;598.553;765.25;222.319;335.029;137.383;232.5;116.0;201.059
121;121;1165;estate;100;135;303;235;5493;9830;2064;3864;1573;1540;40;636;8054;0.382;1.438;52.163;52.18;20.148;83.51;55.689;135.23;218.385;201.14;210.015;227.97;156.074;497.64;716.674;889.45;591.185;760.42;209.963;293.02;90.615;222.41;27.556;193.64
122;122;1182;estate;150;210;276;223;5555;9994;2066;3866;1575;1542;40;644;8142;0.594;1.211;53.719;52.0;22.39;84.187;52.971;135.953;216.171;201.313;211.814;228.007;153.69;497.62;719.838;886.833;580.9;754.76;263.938;219.46;148.0;156.32;43.486;126.5
123;123;1206;autunno;250;241;252;214;5650;10188;2071;3868;1581;1544;40;645;8327;0.568;1.257;53.788;52.084;18.577;83.636;53.909;135.204;214.1;200.908;212.651;228.736;147.207;498.492;713.349;886.096;575.921;752.872;292.747;163.348;158.17;120.256;50.05;141.408
124;124;1226;autunno;408;71;213;204;5814;10270;2079;3868;1589;1544;40;651;8568;0.768;1.285;52.169;52.12;15.958;83.037;52.873;135.294;210.915;200.422;214.099;228.069;141.014;500.576;752.845;888.74;578.676;752.779;393.155;204.164;252.394;135.439;111.901;153.135
125;125;1237;inverno;537;28;215;201;5947;10284;2081;3870;1590;1546;40;661;8652;0.003;1.539;52.0;52.648;15.0;83.84;52.0;134.212;210.0;200.467;214.0;229.283;141.0;498.696;752.0;889.806;578.0;754.752;151.0;363.06;1.0;238.039;0.0;224.289
126;126;1248;inverno;550;0;218;200;6016;10284;2081;3886;1590;1570;40;677;8693;0.0;1.939;52.0;53.247;15.0;84.54;52.0;134.938;210.0;200.102;214.0;228.727;141.0;500.027;752.0;891.124;578.0;756.844;0.0;521.684;0.0;387.009;0.0;361.902
127;127;1256;primavera;336;29;226;201;6016;10284;2081;3993;1590;1673;40;692;8694;0.003;2.32;52.0;53.881;15.0;85.247;52.0;134.652;210.0;199.869;214.0;229.378;141.0;498.973;752.0;900.473;578.0;769.137;151.0;654.872;1.0;519.673;0.0;494.646
128;128;1261;primavera;175;0;283;200;6079;10284;2081;4105;1590;1778;40;701;8725;0.0;1.71;52.0;55.806;15.0;84.663;52.0;138.811;210.0;200.754;214.0;225.669;141.0;499.034;752.0;903.954;578.0;775.657;0.0;491.92;0.0;371.863;0.0;290.531
129;129;1263;estate;115;30;327;210;6079;10284;2081;4146;1590;1806;40;702;8725;0.003;1.754;52.0;56.357;15.0;84.939;52.0;141.617;210.0;201.67;214.0;224.27;141.0;497.296;752.0;907.435;578.0;767.07;151.0;517.226;1.0;398.217;0.0;294.27
130;130;1266;estate;95;11;337;209;6092;10284;2081;4163;1590;1819;40;706;8746;0.753;2.025;52.0;56.663;15.0;84.663;52.0;141.821;210.0;201.421;214.0;223.737;141.0;494.211;752.0;916.421;578.0;770.853;149.636;547.116;183.273;441.011;85.0;379.337
131;131;1268;autunno;66;47;352;216;6101;10295;2081;4184;1590;1843;40;709;8751;0.271;1.687;51.277;57.697;15.553;82.53;50.787;141.909;210.553;202.136;214.319;226.0;138.766;501.894;758.085;919.47;580.532;757.924;171.979;427.621;56.745;330.182;39.638;326.318
132;132;1273;autunno;73;54;305;215;6119;10322;2081;4186;1591;1847;40;714;8770;0.646;1.677;50.778;57.89;13.704;85.274;51.574;141.219;210.519;203.26;215.574;223.904;136.0;506.384;762.444;933.507;593.093;765.973;173.685;440.288;110.556;343.397;61.926;314.205
133;133;1284;inverno;95;166;252;231;6151;10432;2081;4195;1592;1858;40;714;8797;0.536;1.272;50.361;58.526;17.343;84.474;47.47;141.947;209.801;201.6;214.753;223.558;133.976;504.537;762.163;933.274;601.482;767.642;274.602;288.284;145.982;193.674;39.229;144.779
134;134;1303;inverno;156;235;203;242;6218;10615;2083;4196;1599;1860;40;717;8906;0.624;1.191;51.872;57.41;20.723;83.032;46.6;141.603;211.37;200.904;215.728;222.128;135.757;507.179;764.749;931.385;607.153;766.397;298.677;178.019;169.451;120.346;63.328;123.045
135;135;1330;primavera;235;337;180;235;6295;10886;2095;4199;1618;1860;40;722;9079;0.557;1.268;53.703;58.068;15.801;84.187;48.629;141.374;214.466;201.536;215.638;222.843;135.202;506.111;762.107;932.383;612.899;765.97;294.294;166.834;156.887;120.74;51.896;140.97
136;136;1355;primavera;381;155;201;224;6445;11005;2109;4199;1635;1860;40;726;9355;0.757;1.293;53.819;57.58;12.387;84.706;52.961;140.449;214.729;200.375;217.852;221.226;125.323;505.64;774.768;932.693;624.523;764.381;348.335;157.562;218.161;100.898;98.813;141.892
137;137;1374;estate;583;40;241;224;6647;11069;2113;4199;1643;1860;40;736;9557;0.234;1.366;51.7;57.563;10.8;85.938;54.925;140.612;216.2;201.115;216.275;221.273;126.55;504.268;783.3;933.636;631.95;762.592;211.65;267.492;70.675;167.624;30.075;165.115
138;138;1386;estate;618;0;272;222;6705;11069;2114;4201;1644;1867;40;750;9601;0.0;1.881;51.0;57.822;10.0;86.083;54.0;141.013;216.0;201.157;216.0;221.592;126.0;503.914;783.0;934.141;631.0;761.498;0.0;467.754;0.0;339.244;0.0;325.489
139;139;1399;autunno;478;28;300;222;6705;11069;2114;4250;1644;1951;40;767;9603;0.003;2.355;51.0;57.893;10.0;86.427;54.0;140.789;216.0;201.115;216.0;221.477;126.0;504.333;783.0;936.523;631.0;764.389;151.0;650.556;1.0;518.791;0.0;513.301
140;140;1406;autunno;272;0;286;225;6788;11069;2114;4360;1644;2114;40;784;9635;0.0;2.107;51.0;58.857;10.0;85.022;54.0;141.871;216.0;199.357;216.0;221.018;126.0;507.224;783.0;942.728;631.0;770.581;0.0;592.279;0.0;463.846;0.0;405.993
141;141;1409;inverno;133;29;271;232;6788;11069;2114;4403;1644;2213;40;791;9636;0.003;1.766;51.0;59.842;10.0;82.677;54.0;142.677;216.0;199.008;216.0;218.12;126.0;507.925;783.0;930.504;631.0;761.504;151.0;544.376;1.0;425.353;0.0;321.338
142;142;1412;inverno;108;5;258;240;6802;11069;2114;4418;1644;2231;40;797;9660;0.753;1.999;51.0;58.926;10.0;81.296;54.0;142.565;216.0;196.963;216.0;216.25;126.0;504.454;783.0;931.259;631.0;765.306;149.8;573.389;200.8;463.787;85.0;385.528
143;143;1414;primavera;62;35;247;239;6806;11069;2114;4436;1644;2271;40;799;9660;0.217;1.685;51.0;58.387;10.0;81.806;54.0;143.581;216.0;196.0;216.0;214.984;126.0;500.387;783.0;910.581;631.0;753.21;169.0;451.774;41.914;350.419;47.857;321.919
144;144;1416;primavera;75;25;305;238;6831;11077;2114;4440;1644;2277;40;801;9678;0.906;1.584;51.8;58.6;11.04;81.333;53.32;142.773;217.76;199.227;215.32;219.293;122.8;498.147;780.72;925.4;628.88;771.467;151.0;405.76;131.04;305.773;121.08;253.133
145;145;1420;estate;73;62;324;238;6840;11090;2114;4445;1644;2293;40;801;9684;0.569;1.565;51.823;58.233;11.468;81.452;52.694;144.37;216.419;201.808;214.661;221.164;124.194;496.37;783.081;940.151;628.661;780.603;217.839;417.123;100.742;301.356;78.677;250.301
146;146;1427;estate;72;49;304;233;6853;11110;2116;4446;1646;2296;40;811;9714;0.978;1.488;51.98;58.417;10.633;84.778;51.653;143.972;215.694;202.625;215.408;221.514;126.612;496.833;777.673;946.389;629.306;781.806;287.163;401.222;193.265;309.236;122.837;276.625
147;147;1434;autunno;113;110;310;233;6898;11178;2117;4448;1648;2308;41;811;9747;0.481;1.16;52.773;58.381;11.036;84.097;52.818;145.08;215.836;202.487;215.573;222.965;128.855;495.186;755.191;942.965;613.927;790.434;244.155;259.973;117.745;163.814;40.691;137.584
148;148;1448;autunno;144;147;239;240;6935;11300;2117;4449;1650;2309;41;815;9832;0.59;1.414;55.551;58.896;11.218;84.347;51.673;144.486;216.136;201.972;217.925;221.319;141.136;496.528;726.0;955.056;616.245;784.722;296.544;255.424;163.218;186.076;54.741;175.403
149;149;1466;inverno;224;148;200;244;7008;11370;2128;4449;1656;2312;41;815;9915;0.672;1.471;56.061;58.295;9.993;85.205;51.108;144.379;217.723;203.558;217.784;221.737;144.689;491.688;720.689;949.585;619.547;783.688;330.514;280.754;190.966;202.397;83.446;191.036
150;150;1483;inverno;352;75;204;257;7150;11440;2142;4457;1662;2314;41;819;10043;0.739;1.44;55.867;58.912;6.387;85.156;49.16;144.227;220.4;203.585;223.0;223.449;140.827;492.472;739.067;963.526;617.947;781.787;300.707;286.483;182.627;200.634;64.2;162.869
151;151;1498;primavera;411;69;208;258;7234;11475;2144;4460;1666;2324;41;841;10110;0.478;1.562;55.072;58.866;3.145;85.516;57.435;143.796;225.899;202.922;226.058;222.314;132.449;495.285;740.725;962.034;663.913;782.056;284.348;396.273;138.536;283.044;59.435;238.732
152;152;1511;primavera;467;9;267;250;7336;11475;2148;4472;1667;2350;41;849;10169;1.029;1.796;52.889;59.255;0.0;85.987;81.444;142.711;233.778;203.619;226.444;223.154;112.667;496.011;830.667;963.647;770.667;787.081;492.889;477.092;342.889;365.017;176.778;298.827
153;153;1520;estate;344;32;324;265;7342;11475;2149;4504;1667;2445;41;861;10175;0.11;2.11;52.188;59.738;0.0;86.689;81.625;142.25;232.656;203.881;225.75;223.648;114.281;495.959;829.812;963.253;766.781;795.68;186.812;600.852;36.812;485.14;25.5;410.442
154;154;1526;estate;275;1;344;261;7423;11475;2150;4549;1667;2532;41;879;10208;0.753;1.825;52.0;60.193;0.0;85.771;81.0;142.524;233.0;202.745;226.0;225.807;112.0;488.702;830.0;961.64;770.0;799.629;401.0;539.676;251.0;426.407;85.0;331.56
155;155;1530;estate;151;1;361;261;7423;11475;2150;4589;1667;2614;41;881;10208;1.503;2.038;52.0;59.649;0.0;84.742;81.0;143.126;233.0;198.974;226.0;226.199;112.0;486.325;830.0;963.391;770.0;801.927;651.0;591.55;501.0;478.98;335.0;383.642
156;156;1533;autunno;122;6;301;261;7440;11475;2151;4607;1667;2642;41;891;10233;0.75;1.963;52.0;59.352;0.0;83.516;81.0;140.459;233.0;198.672;226.0;226.016;112.0;484.754;830.0;966.221;770.0;808.221;187.0;598.492;131.0;486.107;84.0;402.656
157;157;1535;autunno;63;4;275;263;7450;11475;2151;4628;1667;2688;41;893;10235;1.5;1.885;52.0;61.317;0.0;81.508;81.0;139.111;233.0;199.651;226.0;225.381;112.0;477.556;830.0;966.968;770.0;826.619;409.25;532.095;373.0;433.365;334.0;398.492
158;158;1538;inverno;92;15;249;270;7478;11475;2153;4632;1667;2691;41;895;10252;0.75;1.611;52.0;60.554;0.0;81.359;81.0;139.88;233.0;199.228;226.0;224.761;112.0;475.011;830.0;960.522;770.0;827.804;183.8;444.761;187.667;334.196;84.0;260.293
159;159;1542;inverno;77;62;238;276;7488;11529;2153;4639;1667;2706;41;898;10259;0.623;1.706;51.0;60.0;4.016;82.299;82.871;141.26;233.887;201.987;225.194;221.727;115.371;473.286;835.726;969.091;783.726;826.87;251.935;454.182;152.355;347.481;48.016;271.156
160;160;1554;primavera;149;138;246;272;7557;11632;2154;4641;1667;2709;41;900;10319;0.729;1.279;50.58;61.906;5.341;82.081;82.333;140.436;233.051;203.51;227.007;223.134;110.058;474.664;829.551;991.718;758.304;823.302;292.754;270.302;190.377;189.933;77.855;127.034
161;161;1578;primavera;209;183;247;267;7634;11761;2159;4647;1667;2714;41;906;10398;0.915;1.257;51.94;61.182;3.661;82.191;83.333;139.115;231.607;202.598;225.656;223.507;113.519;472.766;825.809;987.12;757.087;830.11;394.18;269.99;271.667;186.656;136.896;145.407
162;162;1602;estate;350;148;246;272;7775;11867;2174;4649;1676;2715;41;913;10554;0.843;1.189;51.189;62.166;3.23;82.677;77.865;138.206;234.446;203.851;223.824;224.071;111.581;471.546;808.189;989.463;748.966;831.36;390.601;240.1;250.547;157.303;136.595;133.457
163;163;1628;estate;512;73;250;309;7950;11949;2188;4652;1681;2717;41;921;10697;0.621;1.345;47.178;61.83;2.096;82.564;79.63;139.555;231.74;203.1;227.548;222.486;124.151;471.172;786.548;989.256;774.027;827.998;315.164;316.385;175.274;218.902;37.959;168.574
164;164;1655;autunno;650;30;242;311;8100;12003;2188;4658;1681;2724;41;930;10837;1.044;1.625;47.0;62.182;0.0;82.552;80.133;139.437;222.667;203.894;227.367;222.562;118.9;469.363;798.5;987.528;831.5;829.898;498.167;402.983;348.167;298.18;182.1;245.965
